Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Independence_Class,Independence_Confidence,Independence_Note,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E196,P03,The Mechanism by Which Nano-Bridging of Hydroxylated Carbon Nanotubes Enhances the High-Temperature Performance of SBS Asphalt,,Available at SSRN 5954024,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5954024,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5954024,"Y Liu, X Yang, J Shen, S Wu, H Zhou",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E197,P03,Estimation of Content and Particle Size Distribution of Glass Bead in Glass Bead-Filled Polystyrene Based on Near-Infrared Diffuse Reflectance Spectroscopy and …,,papers.ssrn.com,,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=4766492,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4766492,"M Wang, M Zhang, G Jin",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E198,P03,Mejoramiento de compatibilidad entre dióxido de titanio y poliácido láctico mediante modificación química de nano superficies,2023,,,http://repositorios.orizaba.tecnm.mx:8080/xmlui/handle/123456789/850,http://repositorios.orizaba.tecnm.mx:8080/xmlui/bitstream/handle/123456789/850/Tesis%20Beatriz%20Adriana%20Velazquez%20Balderas%20JUNIO%202023.pdf?sequence=1,"BA Velázquez Balderas, L López-Zamora",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E199,P03,Surface Roughening of Sio2 Filler to Enhance the High-Frequency Dielectric and Thermal Properties of Sio2/Ptfe Composites,,Available at SSRN 4266979,,,,"X Li, J Zhou, J Shen, W He, Y Yu, Q Li, W Chen",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E201,P04,Sharing the load: Stress redistribution governs fracture of polymer double networks,2021,Macromolecules,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8482750/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8482750/,"J Tauber, L Rovigatti, S Dussi…",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E202,P04,Stretchy and disordered: Toward understanding fracture in soft network materials via mesoscopic computer simulations,2022,The Journal of Chemical Physics,,https://pubs.aip.org/aip/jcp/article/156/16/160901/2841056,https://pubs.aip.org/aip/jcp/article/156/16/160901/2841056,"J Tauber, J Van Der Gucht, S Dussi",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E203,P04,Deciphering the allosteric process of phaeodactylum tricornutum aureochrome 1a LOV domain,2020,The journal of physical …,,https://pmc.ncbi.nlm.nih.gov/articles/PMC8216836/,https://pmc.ncbi.nlm.nih.gov/articles/PMC8216836/,"H Tian, F Trozzi, BD Zoltowski…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E204,P04,Fracture behaviors of double network elastomers with dynamic non-covalent linkages: A molecular dynamics study,2022,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386122001574,,"R Zhao, Y Wang, X Gong",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E206,P04,Heterogeneity effects in highly cross-linked polymer networks,2021,Polymers,,https://www.mdpi.com/2073-4360/13/5/757,https://www.mdpi.com/2073-4360/13/5/757,"G Munoz, A Dequidt, N Martzel, R Blaak, F Goujon…",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E207,P04,"Ultra-strong, ultra-tough, and transparent polymer composite with excellent dynamic and biodegradable properties enabled by bicontinuous structure",2023,Polymer,,https://www.sciencedirect.com/science/article/pii/S0032386123005505,,"J Chen, J Jing, C Wang, T Chen, J Xu, B Yao, J Fu",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E210,P04,Understanding the role of chain stiffness in the mechanical response of cross-linked polymer: Flexible vs. semi-flexible chains,2024,Extreme Mechanics Letters,,https://www.sciencedirect.com/science/article/pii/S2352431624001329,https://dr.lib.iastate.edu/bitstreams/a40ed9f2-943f-43e5-912b-1c6c1ee6daa5/download,"X Zheng, W Xia, Y Zhang",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E211,P04,A molecular dynamics simulation for thermal activation process in covalent bond dissociation of a crosslinked thermosetting polymer,2023,molecules,,https://www.mdpi.com/1420-3049/28/6/2736,https://www.mdpi.com/1420-3049/28/6/2736,"N Yamada, Y Oya, N Kato, K Mori, J Koyanagi",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E212,P04,Percolated network of mixed nanoparticles with different sizes in polymer nanocomposites: a coarse-grained molecular dynamics simulation,2021,Materials,,https://www.mdpi.com/1996-1944/14/12/3301,https://www.mdpi.com/1996-1944/14/12/3301,"X Zhao, Y Nie, H Li, H Wu, Y Gao, L Zhang",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E214,P04,Optimizing the fracture toughness of a dual cross-linked hydrogel via molecular dynamics simulation,2022,Physical Chemistry …,,https://pubs.rsc.org/cp/article-abstract/24/29/17605/761615,https://pubs.rsc.org/cp/article/24/29/17605/761615,"N Hu, Y Wang, R Ma, W Zhang, B Li, X Zhao…",Exclude,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E215,P04,The dissociation of physical interaction clusters under tensile deformation of hybrid double network gels,2020,Polymer,,https://www.sciencedirect.com/science/article/pii/S003238612030820X,,"R Zhao, Y Wang, S Wang, C Zhao, X Gong",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E217,P04,Efficient characterization of double-cross-linked networks in hydrogels using data-inspired coarse-grained molecular dynamics model,2024,The Journal of Chemical Physics,,https://pubs.aip.org/aip/jcp/article/160/2/024115/2932909,https://pubs.aip.org/aip/jcp/article/160/2/024115/2932909,"T Zong, X Liu, X Zhang, Q Yang",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E218,P04,Mechanically robust dual-crosslinking elastomer enabled by a facile self-crosslinking approach,2022,Materials,,https://www.mdpi.com/1996-1944/15/11/3983,https://www.mdpi.com/1996-1944/15/11/3983,"Z Huang, B Jin, H Wu, Z Zeng, M Huang, J Wu, L Liao…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E221,P04,Predicting mechanical constitutive laws of elastomers with mesoscale simulations,2022,…,,https://pubs.acs.org/mamobx/article/55/5/1487/1238119,https://hal.science/hal-03579023/document,"G Munoz, A Dequidt, N Martzel, R Blaak…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E224,P04,Learning Latent Representations to Bridge Coarse-Grained and Atomistic Resolutions in Polymer Simulations,2026,Journal of Chemical …,,https://pmc.ncbi.nlm.nih.gov/articles/PMC13173536/,https://pmc.ncbi.nlm.nih.gov/articles/PMC13173536/,"S Desai, M Wilson, S Liu, S Kounouho…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E225,P04,A combined numerical and theoretical ﬆudy on the ﬆrengthening and toughening mechanisms of double network hydrogels,2025,,,https://www.researchgate.net/profile/Bo-Gong-14/publication/389895687_A_combined_numerical_and_theoretical_study_on_the_strengthening_and_toughening_mechanisms_of_double_network_hydrogels/links/67d7a9117d56ad0a0f04e7db/A-combined-numerical-and-theoretical-study-on-the-strengthening-and-toughening-mechanisms-of-double-network-hydrogels.pdf,https://www.researchgate.net/profile/Bo-Gong-14/publication/389895687_A_combined_numerical_and_theoretical_study_on_the_strengthening_and_toughening_mechanisms_of_double_network_hydrogels/links/67d7a9117d56ad0a0f04e7db/A-combined-numerical-and-theoretical-study-on-the-strengthening-and-toughening-mechanisms-of-double-network-hydrogels.pdf,"B Gong, J Lin, Y Xie, J Qian",High,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E226,P04,"Heterogeneity Effects in Highly Cross-Linked Polymer Networks. Polymers 2021, 13, 757",2021,,,https://search.proquest.com/openview/69123906a6decff8fc4f6f5c6ba00fbb/1?pq-origsite=gscholar&cbl=2032345,,"G Munoz, A Dequidt, N Martzel, R Blaak, F Goujon…",Pending,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E227,P04,Modélisation mésoscopique des réseaux polymères à grande déformation,2021,,,https://hal.science/tel-03612758/,https://hal.science/tel-03612758v2/file/2021UCFAC074_MUNOZ.pdf,G Munoz,Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E228,P05,The Z1+ package: Shortest multiple disconnected path for the analysis of entanglements in macromolecular systems,2023,Computer Physics Communications,,https://www.sciencedirect.com/science/article/pii/S0010465522002867,https://www.sciencedirect.com/science/article/pii/S0010465522002867,"M Kröger, JD Dietz, RS Hoy, C Luap",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E230,P05,Facilely prepare high-performance loose nanofiltration membranes through regulation of polymer chain entanglements,2023,Separation and …,,https://www.sciencedirect.com/science/article/pii/S1383586623008729,https://drive.google.com/file/d/1qIJ4ndhe7GwAlLWTl52pwyouAkbIbTZA/view,"S Wang, Q Liang, Y Liu, B He, Y Ji, Z Cui, X Ma…",Low,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
E231,P05,A review of computational modeling of polymer composites and nanocomposites,2026,Polymers,,https://www.mdpi.com/2073-4360/18/4/443,https://www.mdpi.com/2073-4360/18/4/443,"Z Yang, Z Meng",Medium,Author metadata incomplete,Unresolved,Compact seed: full API author audit required.,Yes,,,,,,,,Author metadata incomplete,Unresolved,No sufficiently complete author list was retrieved.,,No
