Edge_ID,Source_ID,Citing_Title,Citing_Year,Citing_Venue_Raw,Citing_DOI,Article_URL,Full_Text_URL,Citing_Authors_Raw,Context_Priority,Independence_Class,Independence_Confidence,Independence_Note,Phase3_Fast_Attempted,Phase3_Fast_Match_Source,Phase3_Fast_Title_Score,Phase3_Fast_OpenAlex_ID,Phase3_Fast_Canonical_DOI,Phase3_Fast_Authors,Phase3_Fast_Institutions,Phase3_Fast_Countries,Final_Independence_Class,Final_Independence_Confidence,Final_Independence_Note,Overlapping_Source_Authors,Phase3_Fast_Changed
E036,P01,Intelligent cardiovascular disease diagnosis system combined piezoelectric nanogenerator based on 2D Bi2O2Se with deep learning technique,2024,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285524006268,,"Y Sun, J Mao, L Cao, X Zheng, Q Meng, S Zhao…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4399631169,10.1016/j.nanoen.2024.109878,Yuanhu Sun; Junqi Mao; Liang Cao; Xianjie Zheng; Qingjiang Meng; Zhao Song; Zhongkun Wang; Yuanzheng Zhang; Daxiang Cui; Haiwu Zheng,First Affiliated Hospital of Henan University; Henan University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E039,P01,Gradient porous composite based capacitive pressure sensor with enhanced sensitivity and linear response,2025,Measurement,,https://www.sciencedirect.com/science/article/pii/S026322412501718X,,"L Chen, B Zheng, S Li, H Wu",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4412702344,10.1016/j.measurement.2025.118359,Liting Chen; Bingying Zheng; Shuting Li; Haibin Wu,Fuzhou University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E042,P01,A rigid–soft hybrid paper-based flexible pressure sensor with an ultrawide working range and frequency bandwidth,2024,Journal of Materials …,,https://pubs.rsc.org/ta/article-abstract/12/23/13994/873364,https://pubs.rsc.org/ta/article/12/23/13994/873364,"C Wang, J Quan, L Liu, P Cao, K Ding, Y Ding…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4396738827,10.1039/d4ta01394h,Cong Wang; Jiamin Quan; Linpeng Liu; Peilin Cao; Kaiwen Ding; Yulong Ding; Xianshi Jia; Dejin Yan; Nai Lin; Ji’an Duan,Central South University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E048,P01,High-performance graphene flexible sensors for pulse monitoring and human–machine interaction,2024,… Applied Materials & …,10.1021/acsami.4c06546,https://pubs.acs.org/doi/abs/10.1021/acsami.4c06546,,"W Xiao, X Cai, A Jadoon, Y Zhou, Q Gou…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4399601022,10.1021/acsami.4c06546,Weiqi Xiao; Xiaoming Cai; Aniqa Jadoon; Yan Zhou; Quan Gou; Junwen Tang; Xiaolong Ma; Wei‐Yao Wang; Jinming Cai,Kunming University of Science and Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E052,P01,Differential-deformation structured pressure sensor for stable measurement of superficial temporal artery pulse,2025,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S2211285525000370,,"X Wang, J Li, K Meng, H Luo, F Ran, Y Wu, K Wei…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4406570289,10.1016/j.nanoen.2025.110678,Xue Wang; Jingjing Li; Keyu Meng; Haijun Luo; Feihong Ran; Yufen Wu; Wei Ke; Jin Yang,Changchun University; Chongqing Medical University; Chongqing Normal University; Chongqing University; Jilin University; The Affiliated Yongchuan Hospital of Chongqing Medical University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E054,P01,Bio-inspired flexible optical microfiber sensor with nanohemisphere array microstructure for ultra-sensitive detection of skin signals,2024,Measurement,,https://www.sciencedirect.com/science/article/pii/S0263224124007590,,"P Dai, Z Cong, Y Sun, W Yan, P Chen, X Wang…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4396733002,10.1016/j.measurement.2024.114874,Penghui Dai; Zhicheng Cong; Yu Sun; Wendi Yan; Peng Chen; Xiufang Wang; Chunlei Jiang,Northeast Petroleum University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E055,P01,Strain-insensitive iontronic tactile sensor with rigid–soft hybrid architecture for cardiovascular assessment,2026,ACS …,,https://pubs.acs.org/ascefj/article/11/1/550/5105262,,"W Li, Y Fan, C Liu, H Kong, M Liu, S Liu, X Li, L Niu…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,98.0,https://openalex.org/W4416585930,10.1021/acssensors.5c03297,Weiyan Li; Yiyun Fan; Cuiyu Liu; Huijun Kong; Meixi Liu; Shengjie Liu; Xiangqing Li; Li Niu; Zhongqian Song,Academy of Medical Sciences; Artificial Intelligence in Medicine (Canada); Shandong First Medical University; Sun Yat-sen University,CA; CN; GB,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E057,P01,A proprioceptive Janus fiber with controllable multistage segments for bionic soft robots,2024,ACS …,10.1021/acsnano.4c10117,https://pubs.acs.org/doi/abs/10.1021/acsnano.4c10117,,"H Zhu, T Li, L Fu, J Bai, S Li, Y Bai, S Deng, S Yuan…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4404076609,10.1021/acsnano.4c10117,Hao Zhu; Tie Li; Lei Fu; Ju Bai; Shengzhao Li; Yuanyuan Bai; Shihao Deng; Shen Yuan; Qianzuo Liu; Yunping Ma; Peng Lu; Jingyi Xu; Nan Ma; Guanggui Cheng; Jianning Ding; Ting Zhang,Chinese Academy of Sciences; Jiangsu University; Suzhou Institute of Nano-tech and Nano-bionics,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E062,P01,Leather-based shoe soles for real-time gait recognition and automatic remote assistance using machine learning,2024,… Applied Materials & …,10.1021/acsami.4c16505,https://pubs.acs.org/doi/abs/10.1021/acsami.4c16505,,"P Zhang, X Zhang, M Teng, L Li, X Liu…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4403970644,10.1021/acsami.4c16505,Peng Zhang; Xiaomeng Zhang; Ming Teng; Liuying Li; Xudan Liu; Jianyan Feng; Wenjing Wang; Xuechuan Wang; Xiaomin Luo,Shaanxi University of Science and Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E063,P01,Fully printed minimum port flexible interdigital electrode sensor arrays,2024,Nanoscale,,https://pubs.rsc.org/nr/article-abstract/16/15/7427/819032,https://pubs.rsc.org/nr/article/16/15/7427/819032,"Y Teng, X Wang, Z Zhang, S Mei, X Nan, Y Zhao…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4393205725,10.1039/d3nr06664a,Yanyue Teng; Xin Wang; Zhidong Zhang; Shixuan Mei; Xueli Nan; Yunlong Zhao; Xikuan Zhang; Chenyang Xue; Libo Gao; Junyang Li,North University of China; Ocean University of China; Shanxi University; Xiamen University of Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E070,P01,All-in-one leather-based flexible capacitive pressure sensor for human monitoring and wearable comfort,2026,Advanced Fiber …,10.1007/s42765-025-00670-2,https://link.springer.com/article/10.1007/s42765-025-00670-2,,"K Chen, B Lyu, D Gao, Z Yi, Y Wang, C Zheng…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7131119591,10.1007/s42765-025-00670-2,Ken Chen; Bin Lyu; Dangge Gao; Zhihui Yi; Y.X. Wang; Chi Zheng; Yingying Zhou,Shaanxi University of Science and Technology; Xi’an University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E071,P01,High-Performance Flexible Piezoresistive Sensor with Egg-Carton-Like Surface Microstructure for Health Monitoring,2025,ACS Applied Electronic …,10.1021/acsaelm.5c00221,https://pubs.acs.org/doi/abs/10.1021/acsaelm.5c00221,,"C Yu, F Lv, B Liu, Z Hong, Y Wu, J Li…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W4408836909,10.1021/acsaelm.5c00221,Chun-Shu Yu; Fu Lv; Bing Liu; Zijian Hong; Yong Jun Wu; Juan Li; Yu Huang,Energy Storage Systems (United States); Hangzhou Dianzi University; Interface (United Kingdom); Taizhou University; Zhejiang University; Zhejiang University of Technology,CN; GB; US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E073,P01,A review of epidermal flexible pressure sensing arrays,2023,Biosensors,,https://www.mdpi.com/2079-6374/13/6/656,https://www.mdpi.com/2079-6374/13/6/656,"X Nan, Z Xu, X Cao, J Hao, X Wang, Q Duan, G Wu…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4380988441,10.3390/bios13060656,Xueli Nan; Zhikuan Xu; Xinxin Cao; Jinjin Hao; Xin Wang; Qikai Duan; Guirong Wu; Liangwei Hu; Yunlong Zhao; Zekun Yang; Libo Gao,North University of China; Shanghai Jiao Tong University; Shanxi University; Tan Kah Kee Innovation Laboratory; Xiamen University; Xiamen University of Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E074,P01,Synergistic fusion of mechanotransduction and power supplying functions towards highly compact and fully self-powered smart wearables,2025,Nano Energy,,https://www.sciencedirect.com/science/article/pii/S221128552401276X,,"Y Song, Y Zhang, S Lin, Z Long, S Chen, H Tan…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,98.0,https://openalex.org/W4404769880,10.1016/j.nanoen.2024.110524,Yangyang Song; Yiqun Zhang; Sijian Lin; Zhiming Long; Sitong Chen; Haoyu Tan; Zhuqing Wang; Xiaodong Wu,Sichuan University; West China Hospital of Sichuan University; West China Medical Center of Sichuan University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E075,P01,A self-cleaning intraoral flex-occlusometer based on superhydrophobic capacitive sensors for dental health monitoring,2024,Journal of Materials …,,https://pubs.rsc.org/ta/article-abstract/12/29/18423/874037,https://pubs.rsc.org/ta/article/12/29/18423/874037,"X Sun, Z Dai, Z Zhang, X Fan, Z Fu, H Zhu…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4400049475,10.1039/d4ta03517h,Xin Sun; Ziyi Dai; Zijie Zhang; Xiaoli Fan; Zhiwei Fu; He Zhu; Rong Cai; Kai Qian,Shandong University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E082,P01,"Ultra‐Sensitive, Ultra‐Linear, Temperature‐Robust Yarn Sensor for Intelligent Monitoring Under Harsh Thermal Condition",2026,Advanced Functional …,10.1002/adfm.77096,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.77096,,"W Fan, B Yu, J Li, Y Chen, P Li, W Fan…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7170202554,10.1002/adfm.77096,Wenjing Fan; Bo Yu; Jiajun Li; Yuqi Chen; P L Li; Wei Fan; Wentao Wang; Xinqing Wang; Keyu Meng; Jun Yang,Changchun University; China Jiliang University; Chongqing Institute of Green and Intelligent Technology,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E085,P01,Piezo-ionic materials and structures for complex shear field monitoring,2025,… Applied Materials & …,,https://pubs.acs.org/aamick/article-abstract/17/28/41350/3638314,https://pubs.acs.org/aamick/article/17/28/41350/3638314,"D Kang, J Kim, S Gonzalez Munoz, J Jeon…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4412066446,10.1021/acsami.5c10061,Donghee Kang; Jinyoung Kim; Sergio Gonzalez Munoz; Jisoo Jeon; Sehyun Park; Vladimir V. Tsukruk,Georgia Institute of Technology,US,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E087,P01,"Application of sensing devices in the detection of oral, pulmonary, and gastrointestinal diseases",2024,Chemosensors,,https://www.mdpi.com/2227-9040/12/4/57,https://www.mdpi.com/2227-9040/12/4/57,"W Yu, S Mou, X Zhang, J Sun, Y Xue, H Xiong, KJ Hsia…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex title search,100.0,https://openalex.org/W4394580888,10.3390/chemosensors12040057,Weijie Yu; Shimeng Mou; Xiaojing Zhang; Jiaying Sun; Yingying Xue; Hangming Xiong; K. Jimmy Hsia; Hao Wan; Ping Wang,Nanyang Technological University; Zhejiang University,CN; SG,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E091,P01,A Dual‐Modal Programmable E‐Skin with Tunable In‐Sensor Touch Computing,2026,Advanced Functional …,10.1002/adfm.202530875,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.202530875,,"Y Hu, Z Huang, Y Luo, S Yu, H Chen…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7126259935,10.1002/adfm.202530875,Yu Hu; Zijian Huang; Yanhao Luo; Shifan Yu; Hao Chen; Lei Liu; Wansheng Lin; Yuchen Lin; Ziquan Guo; Jianghui Zheng; Yuanjin Zheng; Zhiqi Chen; Liao Xinqin,Nanyang Technological University; Xiamen University; Xiamen University of Technology,CN; SG,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E093,P01,Synergistic Effect of Gradient Conductivity and Gradient Microstructures Enabled Ultrasensitive and Ultrabroad Linear Flexible Tactile Sensors,2026,Advanced …,10.1002/advs.76197,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/advs.76197,https://advanced.onlinelibrary.wiley.com/doi/pdf/10.1002/advs.76197,"Y Fang, Y Wang, B Zheng, L Yang, J Yue…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7165626854,10.1002/advs.76197,Fang Yao; Yue Wang; Bing Zheng; Liu Yang; Jingyi Yue; Qian Zhou; Jinrong Huang; Yongyun Mao; Qi Li; Jifei Wang; Dongsheng Tang; Yuxin Tang; Bingpu Zhou; Bing Ji,Central South University; Fuzhou University; Hunan Normal University; Ministry of Education of the People's Republic of China; National Engineering Research Center of Electromagnetic Radiation Control Materials; University of Macau; Yunnan University,CN; MO,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
E095,P01,In‐Situ Polymerization MXene@ PAF‐1 for Triboelectric Nanogenerators With High Surface Charge Density Toward Self‐Powered Cardiovascular Assessment,2026,Advanced Functional …,10.1002/adfm.76816,https://advanced.onlinelibrary.wiley.com/doi/abs/10.1002/adfm.76816,,"Z Zhang, M Sun, RM Yang, W Li, C Liu…",Pending,Author metadata incomplete,Unresolved,Phase 2 unresolved record: full API author audit required.,Yes,OpenAlex DOI,100.0,https://openalex.org/W7167474291,10.1002/adfm.76816,Zhaofu Zhang; Mengxiao Sun; RuMeng Yang; Wenhua Li; C Y Liu; Ze Song,Northeast Normal University; Shandong First Medical University,CN,Fully independent,Verified,No source-author overlap found in a full OpenAlex/Crossref author list.,,Yes
